"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"392","High tide","Higher","100°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Heat density","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","False","False","False","True","False","True","False","False","True","False","Fahrenheit","8aa5f0c8fae9936e77004359b720056e4c4b2c5fdde3d69dbe278219dfa633bf"
"393","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","True","False","True","Fahrenheit","37a4fb8cf28bedf6fca25caeb8397628b48e9a15b2d9411ef7dbd205d6614bb9"
"394","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Celsius","432db98f1dbebbed197eee96ebe1cde6b6dfaf9918cce717cceae797ed97de84"
"395","High tide","Higher","32°","Stratus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Oceans and land heat up and cool down at the same speed","Calm weather","The amount of rain an area receives","False","False","True","False","False","False","False","False","True","False","Fahrenheit","d15bf8fcdc7419f2c88f83b4b46a16ad5daa1d4baf8b1ad305b06459a5d1e293"
"396","Atmospheric pressure","Higher","32°","Cumulonimbus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","False","True","True","False","True","Fahrenheit","034a3f4c4730e658993e0dbb9bb652541eeae0bf0d9c396bf225f5cf1e9d9f36"
"397","Atmospheric pressure","Lower","32°","Stratus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","False","False","False","False","True","True","Fahrenheit","450e774c8beec2dc09ebc690bdcd1f1fddd3856ef2da3b590b4e6df6a19268a1"
"398","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit","7e5dfb24b83d881a2d4dc352101aa43ec78557fef5e45bd35741e4f9dd107248"
"399","Temperature","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Heat density","Land absorbs and stores more heat energy than oceans","Snowy weather","The average weather over an extended period of time","False","False","True","False","True","False","False","False","False","True","Celsius","aab7174226a42f3b6afa331895d452a92b4545ff0e5eb11182e9c9fe1132dc41"
"400","Atmospheric pressure","Lower","32°","Cumulus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","False","False","True","False","False","True","Fahrenheit","89ad029053f92612e6b342b767927a0afdf2fa2abb541e7b3242a56813eccd71"
"401","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Fahrenheit","35b34b66d2df6aec51f0300695e171038cad30e92859d17133a63a3d3be0ba2f"
"402","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","True","False","Fahrenheit","29be5b3bb14893f03f1eb559f2ea37119f49eb3e9a0d0a65c2fd8d84fab81e9e"
"403","Atmospheric pressure","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","False","False","False","False","Fahrenheit","3f534ede31acde18df427a6909a724d59b551bd0206c0dd4ad06170f08bc3fb3"
"404","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Fahrenheit","e2335e7f88457fcdf7063e0e01b7363755a66c17c06c0b1d9d73ce91128ba00c"
"405","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit","a5172f8dbb54913cdcede30e6302fd6e0629839bfe77a17d2064d18c3c9c80cb"
"406","High tide","Higher","34°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The condition of the atmosphere at a certain place and time","False","False","False","False","True","False","True","False","False","False","Fahrenheit","d925a6776ed88d43d247072ed62f6b80ba58cc25cb731218e80a4dbe10521af1"
"407","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit","6bf66a4638c76a79dd2951e4897def41c656840191aafbe288cdc1bf1855f741"
"408","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","5d1925fa88792f968826e596583f26bdabe22e781e3e3e31bd0a954649ba5ae1"
"409","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","a8a1c6fb5b532aab2abadde15f53b98918ce5470e9c44f7669e7404e7f815974"
"410","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit","1ef361d6ddaecc51da782d381b155b6285bb4f4dd01f903315e7ab727e8834ea"
"411","Atmospheric pressure","Higher","32°","Cumulus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","True","True","False","False","False","Fahrenheit","df707efcfa93302d9887e9a4a0dc02e976d15d42baa341132db43fb42209f5d5"
"412","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","False","False","Fahrenheit","1cda87e3246361ab91723e90f8f0b7a079975c49dd0b313630b82e69f73c8791"
